referrer,expgender,exprace,compensation,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,exprace_baburao
18,,,,29,2,7,2,1,
18,,,,40,2,9,2,1,
18,,,,54,2,9,2,1,
18,,,,35,2,3,1,2,
18,,,,53,2,9,1,2,
18,,,,36,2,8,1,2,
18,,,,33,2,6,1,2,
18,,,,20,2,9,1,1,
18,,,,17,1,9,2,1,
18,,,,54,2,7,2,2,
18,,,,28,1,7,2,2,
18,,,,79,1,9,2,1,
18,,,,28,2,9,1,2,
18,,,,48,1,9,1,2,
18,,,,52,1,9,2,2,
18,,,,27,2,9,2,1,
18,,,,35,1,8,2,1,
18,,,,34,1,7,2,2,
18,,,,50,2,9,1,2,
18,,,,22,2,9,2,2,
18,,,,55,1,4,1,2,
18,,,,33,1,9,1,1,
18,,,,18,1,9,1,2,
18,,,,75,2,7,1,1,
18,,,,52,2,8,2,1,
18,,,,25,1,9,1,2,
18,,,,36,2,5,1,2,
18,,,,45,2,8,1,2,
18,,,,55,1,7,1,2,
18,,,,47,1,9,2,1,
18,,,,44,2,1,1,1,
18,,,,55,2,3,1,2,
18,,,,20,1,8,2,1,
18,,,,18,2,9,2,1,
18,,,,58,1,1,2,1,
18,,,,32,1,9,2,2,
18,,,,70,1,9,1,1,
18,,,,35,1,9,2,1,
18,,,,29,2,9,1,1,
18,,,,46,2,9,2,1,
18,,,,26,2,6,2,1,
18,,,,68,2,7,2,1,
18,,,,53,1,8,1,2,
18,,,,66,1,4,2,1,
18,,,,45,2,1,2,1,
18,,,,24,1,5,1,2,
18,,,,21,1,9,2,1,
18,,,,50,1,8,2,1,
18,,,,35,1,1,1,2,
18,,,,45,1,1,2,1,
18,,,,56,1,9,1,2,
18,,,,43,2,9,1,2,
18,,,,75,1,9,2,1,
18,,,,39,1,9,1,2,
18,,,,48,2,9,1,1,
18,,,,23,2,7,2,2,
18,,,,33,1,6,1,2,
18,,,,63,1,2,1,1,
18,,,,23,1,8,2,2,
18,,,,36,2,9,1,1,
18,,,,70,2,1,2,1,
18,,,,58,1,9,2,2,
18,,,,25,2,8,2,1,
18,,,,18,1,5,1,1,
18,,,,52,1,9,2,1,
18,,,,25,2,9,1,2,
18,,,,54,2,5,1,2,
18,,,,52,1,9,2,2,
18,,,,42,1,7,1,2,
18,,,,54,1,9,1,2,
18,,,,48,1,9,2,2,
18,,,,26,1,5,1,1,
18,,,,27,2,8,2,1,
18,,,,65,2,9,1,2,
18,,,,29,2,9,1,1,
18,,,,23,1,9,1,1,
18,,,,57,2,9,2,2,
18,,,,35,2,5,2,2,
18,,,,19,1,6,2,2,
18,,,,56,2,1,2,1,
18,,,,39,1,1,1,2,
18,,,,55,1,9,2,1,
18,,,,35,2,9,1,2,
18,,,,38,2,6,1,1,
18,,,,20,2,2,2,2,
18,,,,30,1,5,2,2,
18,,,,32,1,2,1,2,
18,,,,44,1,9,2,1,
18,,,,24,2,9,2,2,
18,,,,29,2,7,2,2,
18,,,,49,2,9,1,1,
18,,,,27,2,7,2,1,
18,,,,28,1,9,2,1,
18,,,,25,1,9,1,2,
18,,,,48,2,7,2,2,
18,,,,37,2,1,2,2,
18,,,,24,2,9,1,2,
18,,,,40,2,2,2,1,
18,,,,30,1,9,1,1,
18,,,,63,2,7,2,1,
18,,,,25,1,2,2,1,
18,,,,61,2,9,1,2,
18,,,,35,2,9,1,2,
18,,,,19,2,9,1,1,
18,,,,79,2,,2,1,
18,,,,34,2,8,1,2,
18,,,,34,1,6,1,2,
18,,,,52,2,9,2,1,
18,,,,52,2,9,2,2,
18,,,,30,2,7,2,2,
18,,,,29,1,8,2,1,
18,,,,28,1,8,2,1,
18,,,,57,1,1,2,1,
18,,,,51,2,8,2,2,
18,,,,39,2,5,2,1,
18,,,,18,1,6,2,1,
18,,,,43,1,9,1,,
18,,,,36,2,9,1,2,
18,,,,42,1,9,1,2,
18,,,,49,2,8,1,2,
18,,,,22,2,6,2,1,
18,,,,70,2,9,2,1,
18,,,,38,1,9,2,2,
18,,,,37,2,9,1,1,
18,,,,25,2,2,2,1,
18,,,,27,2,7,2,1,
18,,,,35,2,9,2,2,
18,,,,53,2,9,2,2,
18,,,,45,1,8,2,1,
18,,,,34,2,7,2,1,
18,,,,48,1,8,1,2,
18,,,,19,2,9,1,2,
18,,,,23,2,9,1,1,
18,,,,48,2,5,2,1,
18,,,,34,2,8,1,2,
18,,,,32,1,9,1,2,
18,,,,21,2,9,2,1,
18,,,,18,1,7,1,2,
18,,,,42,1,3,1,2,
18,,,,23,1,6,2,1,
18,,,,18,2,1,1,1,
18,,,,19,2,9,2,1,
18,,,,22,1,9,2,1,
18,,,,21,2,5,2,2,
18,,,,52,2,9,2,1,
18,,,,51,2,9,2,1,
18,,,,21,1,7,1,2,
18,,,,21,2,9,2,2,
18,,,,31,1,9,1,2,
18,,,,45,1,8,2,1,
18,,,,39,1,9,2,1,
18,,,,18,1,9,2,2,
18,,,,42,1,7,1,2,
18,,,,35,1,9,1,2,
18,,,,22,1,1,1,2,
18,,,,34,2,7,1,1,
18,,,,22,2,6,2,2,
18,,,,28,1,9,1,2,
18,,,,34,1,9,2,2,
18,,,,24,2,9,2,1,
18,,,,62,1,9,2,1,
18,,,,41,2,9,1,2,
18,,,,54,2,9,2,2,
18,,,,20,2,7,1,1,
18,,,,17,1,2,2,1,
18,,,,64,1,9,2,2,
18,,,,42,2,9,2,2,
18,,,,20,1,9,1,2,
18,,,,39,1,8,1,2,
18,,,,34,1,9,1,2,
18,,,,25,2,5,1,2,
18,,,,63,2,9,2,2,
18,,,,36,1,8,1,1,
18,,,,51,1,6,2,2,
18,,,,26,2,9,1,2,
18,,,,32,2,9,1,2,
18,,,,30,2,9,2,2,
18,,,,28,1,9,1,2,
18,,,,40,2,9,2,2,
18,,,,36,1,1,2,1,
18,,,,72,1,3,1,1,
18,,,,27,1,1,2,1,
18,,,,27,2,1,2,2,
18,,,,27,2,9,2,2,
18,,,,18,2,9,2,1,
18,,,,48,2,9,2,2,
18,,,,33,2,6,2,2,
18,,,,25,1,9,1,1,
18,,,,43,2,9,1,2,
18,,,,56,1,9,2,1,
18,,,,57,2,9,2,2,
18,,,,66,1,3,1,2,
18,,,,25,1,7,2,2,
18,,,,38,2,9,1,1,
18,,,,30,2,7,1,2,
18,,,,49,1,9,1,2,
18,,,,27,2,9,2,1,
18,,,,42,2,9,1,2,
18,,,,44,2,7,1,1,
18,,,,59,1,7,2,2,
18,,,,40,1,1,2,1,
18,,,,24,1,1,2,1,
18,,,,33,1,1,2,1,
18,,,,48,2,9,1,2,
18,,,,31,1,8,2,2,
18,,,,25,1,9,2,1,
18,,,,63,2,8,2,1,
18,,,,55,2,3,1,1,
18,,,,57,2,9,1,2,
18,,,,46,1,3,1,2,
18,,,,36,1,9,2,1,
18,,,,34,1,9,1,2,
18,,,,37,2,9,2,2,
18,,,,44,2,7,2,1,
18,,,,32,1,9,1,2,
18,,,,17,1,9,2,1,
18,,,,20,2,5,1,2,
18,,,,31,2,7,1,1,
18,,,,42,1,7,2,2,
18,,,,41,1,9,1,2,
18,,,,27,2,9,1,2,
18,,,,26,2,8,2,2,
18,,,,43,1,9,1,2,
18,,,,44,2,1,1,2,
18,,,,27,1,9,1,2,
18,,,,51,2,2,1,2,
18,,,,50,2,1,1,1,
18,,,,46,1,9,1,2,
18,,,,35,1,7,1,2,
18,,,,48,1,9,1,2,
18,,,,29,1,6,2,2,
18,,,,33,1,9,2,1,
18,,,,38,2,9,1,2,
18,,,,25,2,4,2,,
18,,,,52,1,1,2,1,
18,,,,27,2,5,2,2,
18,,,,21,1,9,1,2,
18,,,,26,2,9,1,2,
18,,,,31,1,9,1,1,
18,,,,48,2,9,1,2,
18,,,,22,2,9,1,1,
18,,,,51,1,1,1,1,
18,,,,64,2,9,2,1,
18,,,,49,2,3,1,2,
18,,,,51,1,1,2,1,
18,,,,28,1,9,1,1,
18,,,,52,1,9,2,1,
18,,,,31,2,8,2,1,
18,,,,32,1,8,1,1,
18,,,,66,1,1,2,1,
18,,,,23,1,7,1,2,
18,,,,26,1,4,2,2,
18,,,,17,2,9,2,1,
18,,,,23,2,3,1,2,
18,,,,20,1,1,1,2,
18,,,,20,1,7,1,1,
18,,,,25,2,6,2,1,
18,,,,39,1,7,2,2,
18,,,,16,2,9,1,1,
18,,,,54,2,7,1,2,
18,,,,47,2,9,1,1,
18,,,,27,2,8,1,1,
18,,,,40,1,8,1,2,
18,,,,28,1,9,2,1,
18,,,,42,1,8,1,2,
18,,,,48,1,8,2,1,
18,,,,30,1,2,1,1,
18,,,,32,1,8,1,2,
18,,,,37,1,9,1,2,
18,,,,50,2,9,2,1,
18,,,,44,1,2,1,2,
18,,,,39,2,9,2,2,
18,,,,37,2,8,2,2,
18,,,,57,2,5,2,1,
18,,,,39,2,8,1,2,
18,,,,38,2,9,2,2,
18,,,,,1,1,2,1,
18,,,,74,1,9,1,2,
18,,,,35,1,1,2,2,
18,,,,49,1,1,1,2,
18,,,,19,2,9,1,2,
18,,,,24,1,9,1,2,
18,,,,26,1,8,1,2,
18,,,,19,1,3,1,1,
18,,,,61,2,3,2,1,
18,,,,61,2,3,2,2,
18,,,,41,1,8,1,2,
18,,,,21,1,8,2,2,
18,,,,34,2,8,2,2,
18,,,,42,1,6,2,1,
18,,,,50,2,7,2,2,
18,,,,34,2,9,2,1,
18,,,,40,1,9,2,2,
18,,,,35,2,9,2,1,
18,,,,41,2,4,2,1,
18,,,,18,1,9,2,2,
18,,,,41,2,9,1,2,
18,,,,24,1,9,1,2,
18,,,,39,1,7,2,1,
18,,,,28,1,9,1,1,
18,,,,23,2,9,1,2,
18,,,,20,1,9,2,2,
18,,,,31,2,9,2,2,
18,,,,18,1,8,1,1,
18,,,,24,1,9,2,1,
18,,,,35,2,9,2,1,
18,,,,24,2,7,2,1,
18,,,,25,1,4,2,1,
18,,,,19,2,9,2,1,
18,,,,22,1,5,2,1,
18,,,,43,2,7,1,1,
18,,,,32,2,9,2,2,
18,,,,43,2,9,1,1,
18,,,,37,1,6,1,2,
18,,,,25,2,9,2,2,
18,,,,57,2,9,2,1,
18,,,,26,2,9,2,1,
18,,,,53,1,1,2,2,
18,,,,55,2,8,2,1,
18,,,,21,2,9,2,2,
18,,,,48,2,9,1,1,
18,,,,50,2,9,1,2,
18,,,,21,2,9,2,1,
18,,,,35,1,7,2,2,
18,,,,24,2,9,2,2,
18,,,,50,1,8,2,1,
18,,,,33,1,8,1,2,
18,,,,18,2,9,2,1,
18,,,,35,1,9,1,2,
18,,,,20,2,5,1,2,
18,,,,23,2,3,2,1,
18,,,,26,1,9,2,1,
18,,,,29,2,8,1,2,
18,,,,35,2,9,2,1,
18,,,,41,1,3,2,2,
18,,,,25,2,6,2,1,
18,,,,43,1,8,1,2,
18,,,,17,2,9,1,2,
18,,,,47,1,7,1,2,
18,,,,24,2,9,2,2,
18,,,,43,2,7,1,2,
18,,,,33,2,9,2,1,
18,,,,44,1,4,1,2,
18,,,,58,2,9,2,2,
18,,,,51,2,9,1,2,
18,,,,51,1,1,1,2,
18,,,,26,1,9,1,1,
18,,,,38,2,5,1,2,
18,,,,58,2,6,1,2,
18,,,,23,2,6,2,2,
18,,,,42,2,9,2,1,
18,,,,62,2,7,2,1,
18,,,,41,2,9,1,1,
18,,,,43,2,7,1,2,
18,,,,29,2,6,1,2,
18,,,,45,1,7,2,2,
18,,,,33,1,6,1,1,
18,,,,59,2,1,1,2,
18,,,,49,2,9,2,2,
18,,,,23,2,3,2,1,
18,,,,43,1,7,2,1,
18,,,,25,1,4,1,2,
18,,,,52,1,8,1,2,
18,,,,48,2,9,2,1,
18,,,,32,2,9,1,2,
18,,,,61,1,1,2,2,
18,,,,39,1,2,2,1,
18,,,,21,2,9,2,2,
18,,,,60,2,1,2,1,
18,,,,51,1,9,1,2,
18,,,,32,1,7,1,2,
18,,,,70,1,1,2,2,
18,,,,44,2,5,2,2,
18,,,,16,2,9,1,2,
18,,,,37,2,,1,2,
18,,,,49,2,9,1,2,
18,,,,56,2,1,2,1,
18,,,,21,1,8,1,1,
18,,,,28,2,9,1,2,
18,,,,17,1,3,2,1,
18,,,,68,2,6,1,2,
18,,,,18,1,7,2,1,
18,,,,40,1,9,1,1,
18,,,,35,2,9,2,1,
18,,,,32,2,3,2,1,
18,,,,67,2,4,2,,
18,,,,59,2,5,2,2,
18,,,,29,2,9,2,2,
18,,,,31,2,9,2,2,
18,,,,62,1,9,1,2,
18,,,,57,2,9,2,1,
18,,,,24,2,9,1,2,
18,,,,18,2,5,1,2,
18,,,,50,1,9,2,2,
18,,,,42,2,9,1,1,
18,,,,66,2,5,1,1,
18,,,,24,2,9,1,2,
18,,,,24,2,1,2,2,
18,,,,25,2,9,2,2,
18,,,,35,1,3,1,2,
18,,,,25,2,7,2,1,
18,,,,23,1,6,1,2,
18,,,,29,2,9,1,1,
18,,,,21,1,9,2,1,
18,,,,23,1,8,2,1,
18,,,,50,1,7,2,1,
18,,,,55,1,9,2,1,
18,,,,23,1,9,1,1,
18,,,,18,2,8,1,2,
18,,,,58,1,9,2,2,
18,,,,26,2,8,2,2,
18,,,,30,2,7,1,2,
18,,,,41,2,9,1,2,
18,,,,44,2,9,1,2,
18,,,,20,1,9,2,1,
18,,,,20,2,9,2,1,
18,,,,30,1,9,2,1,
18,,,,32,1,1,2,1,
18,,,,45,1,7,2,2,
18,,,,21,1,7,2,1,
18,,,,44,2,7,1,2,
18,,,,16,2,5,1,1,
18,,,,50,2,9,2,1,
18,,,,19,1,9,1,2,
18,,,,61,2,9,1,1,
18,,,,33,1,7,1,1,
18,,,,37,2,8,2,2,
18,,,,33,1,9,2,1,
18,,,,40,1,1,1,1,
18,,,,44,2,9,1,2,
18,,,,32,1,7,1,2,
18,,,,38,2,7,2,1,
18,,,,67,1,7,2,2,
18,,,,49,2,9,1,2,
18,,,,24,1,9,2,2,
18,,,,32,1,2,1,2,
18,,,,60,2,8,1,1,
18,,,,29,1,9,1,2,
18,,,,44,1,7,1,1,
18,,,,52,2,8,2,1,
18,,,,47,2,9,2,2,
18,,,,44,2,9,2,2,
18,,,,47,2,4,1,2,
18,,,,21,2,9,1,1,
18,,,,47,2,7,2,2,
18,,,,68,2,1,1,2,
18,,,,78,2,8,1,2,
18,,,,40,2,9,2,2,
18,,,,23,2,9,2,1,
18,,,,18,1,9,2,1,
18,,,,62,2,9,1,2,
18,,,,57,2,8,1,2,
18,,,,55,2,9,2,1,
18,,,,51,2,9,1,2,
18,,,,22,1,9,2,1,
18,,,,23,2,6,1,2,
18,,,,63,1,9,1,2,
18,,,,20,2,5,2,2,
18,,,,36,2,9,2,2,
18,,,,23,1,8,1,2,
18,,,,29,2,9,2,1,
18,,,,43,2,9,1,2,
18,,,,42,2,8,1,2,
18,,,,28,2,9,1,1,
18,,,,34,2,7,2,2,
18,,,,30,1,5,2,1,
18,,,,22,1,9,1,1,
18,,,,51,2,1,1,2,
18,,,,20,2,8,1,,
18,,,,29,2,9,1,2,
18,,,,25,2,9,1,1,
18,,,,45,1,8,2,1,
18,,,,19,2,9,1,1,
18,,,,28,1,8,2,2,
18,,,,52,1,6,2,1,
18,,,,39,2,1,1,2,
18,,,,23,1,9,1,2,
18,,,,42,1,9,1,1,
18,,,,49,2,9,1,1,
18,,,,25,2,9,2,1,
18,,,,43,2,5,1,2,
18,,,,23,1,9,2,1,
18,,,,25,2,9,2,1,
18,,,,49,1,9,2,1,
18,,,,24,1,1,1,2,
18,,,,40,2,9,1,2,
18,,,,24,1,8,2,1,
18,,,,17,2,9,2,2,
18,,,,40,2,9,1,1,
18,,,,28,2,9,2,2,
18,,,,23,2,9,2,2,
18,,,,24,2,8,2,1,
18,,,,30,2,3,1,2,
18,,,,20,1,9,1,1,
18,,,,47,1,1,2,1,
18,,,,28,1,8,2,2,
18,,,,19,2,2,2,2,
18,,,,39,2,9,2,2,
18,,,,42,1,5,2,1,
18,,,,23,1,7,1,1,
18,,,,25,2,7,1,,
18,,,,23,2,7,2,2,
18,,,,28,1,1,2,1,
18,,,,26,1,8,1,2,
18,,,,44,1,9,2,1,
18,,,,23,2,6,1,1,
18,,,,57,2,9,2,,
18,,,,31,1,5,1,2,
18,,,,61,2,1,1,1,
18,,,,24,2,9,2,1,
18,,,,21,2,9,1,1,
18,,,,28,1,4,2,1,
18,,,,26,1,9,1,2,
18,,,,18,2,9,2,2,
18,,,,30,2,9,2,2,
18,,,,20,2,9,1,1,
18,,,,34,1,1,2,1,
18,,,,23,1,6,2,1,
18,,,,26,2,5,2,1,
18,,,,44,2,6,2,2,
18,,,,21,2,9,1,1,
18,,,,37,2,9,2,2,
18,,,,20,1,1,2,1,
18,,,,23,2,9,1,2,
18,,,,63,1,1,2,2,
18,,,,26,2,6,2,2,
18,,,,33,2,9,1,2,
18,,,,67,2,9,2,2,
18,,,,42,2,9,1,2,
18,,,,33,2,7,2,1,
18,,,,20,1,9,2,1,
18,,,,21,1,9,1,2,
18,,,,45,1,9,1,2,
18,,,,44,1,9,2,2,
18,,,,19,1,9,2,2,
18,,,,39,2,9,1,2,
18,,,,28,1,7,1,2,
18,,,,24,2,9,2,1,
18,,,,23,1,9,1,1,
18,,,,23,1,9,1,1,
18,,,,17,1,9,1,1,
18,,,,18,2,9,2,2,
18,,,,52,1,9,2,2,
18,,,,19,2,9,1,2,
18,,,,34,2,9,1,2,
18,,,,21,1,9,1,2,
18,,,,20,1,9,2,2,
18,,,,19,2,9,2,1,
18,,,,25,1,9,2,2,
18,,,,51,2,9,1,2,
18,,,,45,2,9,1,2,
18,,,,19,2,7,2,2,
18,,,,22,1,9,1,1,
18,,,,52,1,1,2,1,
18,,,,50,2,9,1,,
18,,,,23,2,9,1,2,
18,,,,18,2,9,2,1,
18,,,,22,1,9,1,1,
18,,,,21,2,9,2,1,
18,,,,24,2,7,1,2,
18,,,,45,2,2,1,1,
18,,,,21,2,9,1,2,
18,,,,40,2,3,1,2,
18,,,,47,2,9,2,2,
18,,,,38,2,6,1,1,
18,,,,46,2,1,2,1,
18,,,,19,1,7,2,1,
18,,,,33,2,9,1,1,
18,,,,41,1,3,2,2,
18,,,,19,2,9,1,2,
18,,,,37,1,9,2,2,
18,,,,18,2,7,2,2,
18,,,,50,2,1,1,2,
18,,,,39,1,9,2,1,
18,,,,60,2,1,2,1,
18,,,,47,1,5,1,2,
18,,,,69,1,9,1,1,
18,,,,46,2,1,1,1,
18,,,,55,1,4,1,2,
18,,,,21,1,9,2,1,
18,,,,36,1,9,2,1,
18,,,,59,1,9,2,1,
18,,,,65,2,7,2,1,
18,,,,50,2,9,2,2,
18,,,,31,2,9,2,1,
18,,,,51,1,1,1,2,
18,,,,17,2,3,1,2,
18,,,,41,1,7,2,2,
18,,,,33,2,7,1,2,
18,,,,45,1,9,2,1,
18,,,,22,1,1,2,1,
18,,,,69,1,5,1,2,
18,,,,51,1,9,1,2,
18,,,,48,1,7,2,1,
18,,,,34,1,1,1,2,
18,,,,34,1,9,2,1,
18,,,,20,1,9,2,2,
18,,,,42,1,6,2,1,
18,,,,33,2,9,2,2,
18,,,,32,2,7,1,,
18,,,,37,1,9,1,2,
18,,,,20,1,9,2,2,
18,,,,20,2,9,2,1,
18,,,,27,2,9,2,2,
18,,,,29,2,9,2,2,
18,,,,27,1,9,2,2,
18,,,,42,2,9,1,2,
18,,,,60,2,1,1,2,
18,,,,29,1,7,2,1,
18,,,,56,1,9,2,1,
18,,,,33,1,9,2,2,
18,,,,40,1,5,1,1,
18,,,,36,1,8,1,2,
18,,,,57,1,8,1,1,
18,,,,20,1,9,2,1,
18,,,,41,2,9,1,2,
18,,,,62,2,9,2,1,
18,,,,18,2,8,2,1,
18,,,,35,1,9,1,1,
18,,,,22,1,9,1,2,
18,,,,16,2,9,1,2,
18,,,,31,1,3,2,1,
18,,,,34,1,1,1,1,
18,,,,22,2,7,2,1,
18,,,,38,2,4,2,2,
18,,,,53,1,9,2,2,
18,,,,24,1,7,1,2,
18,,,,24,1,9,2,1,
18,,,,34,2,9,2,1,
18,,,,59,2,9,2,2,
18,,,,23,1,7,1,2,
18,,,,54,1,9,2,1,
18,,,,23,2,9,1,2,
18,,,,21,1,7,1,2,
18,,,,33,1,9,2,1,
18,,,,51,2,5,2,1,
18,,,,19,1,3,1,1,
18,,,,21,2,8,2,2,
18,,,,26,1,9,1,2,
18,,,,27,2,9,1,2,
18,,,,24,1,7,1,1,
18,,,,44,1,3,1,2,
18,,,,20,1,9,1,2,
18,,,,49,2,7,1,1,
18,,,,23,2,,2,1,
18,,,,53,2,7,1,1,
18,,,,25,2,9,1,2,
18,,,,25,1,9,1,2,
18,,,,46,2,1,1,2,
18,,,,23,1,8,2,1,
18,,,,26,1,9,1,2,
18,,,,22,1,8,2,1,
18,,,,55,2,9,2,1,
18,,,,21,1,9,2,2,
18,,,,24,2,8,2,1,
18,,,,62,2,5,1,2,
18,,,,72,1,9,2,1,
18,,,,21,2,9,1,2,
18,,,,62,2,7,2,2,
18,,,,18,1,9,2,1,
18,,,,85,2,5,1,1,
18,,,,25,2,9,2,1,
18,,,,45,2,9,1,2,
18,,,,54,1,8,1,2,
18,,,,18,2,7,2,2,
18,,,,23,1,9,2,2,
18,,,,16,2,9,2,2,
18,,,,24,2,8,2,1,
18,,,,31,1,5,1,1,
18,,,,30,1,5,2,1,
18,,,,22,2,9,2,1,
18,,,,26,1,9,1,1,
18,,,,38,2,8,2,2,
18,,,,24,2,9,2,1,
18,,,,52,2,1,2,2,
18,,,,23,1,9,1,2,
18,,,,18,1,1,2,1,
18,,,,34,1,5,1,1,
18,,,,27,1,9,1,1,
18,,,,40,1,9,2,2,
18,,,,21,2,9,2,2,
18,,,,21,1,3,2,2,
18,,,,20,1,9,1,2,
18,,,,20,1,7,1,1,
18,,,,32,2,9,1,2,
18,,,,24,2,9,1,2,
18,,,,23,1,9,2,1,
18,,,,57,2,7,1,2,
18,,,,31,2,9,2,2,
18,,,,66,1,7,2,1,
18,,,,23,1,3,2,2,
18,,,,61,2,4,1,2,
18,,,,30,1,9,2,2,
18,,,,47,1,1,2,2,
18,,,,40,2,9,1,,
18,,,,32,1,6,2,2,
18,,,,24,1,9,2,1,
18,,,,24,1,9,1,2,
18,,,,18,2,7,2,1,
18,,,,31,1,7,2,2,
18,,,,19,1,9,1,1,
18,,,,26,1,7,2,1,
18,,,,37,2,9,1,2,
18,,,,15,2,9,2,1,
18,,,,52,1,1,1,2,
18,,,,22,1,9,2,2,
18,,,,27,2,9,1,1,
18,,,,32,2,7,2,1,
18,,,,34,2,9,2,2,
18,,,,20,1,1,1,2,
18,,,,24,1,6,1,2,
18,,,,18,2,9,2,2,
18,,,,42,1,2,1,2,
18,,,,18,1,1,2,1,
18,,,,20,1,9,1,2,
18,,,,52,1,8,1,2,
18,,,,26,2,9,1,2,
18,,,,18,1,9,2,1,
18,,,,18,1,9,1,1,
18,,,,33,2,7,1,2,
18,,,,19,2,1,1,2,
18,,,,54,2,2,2,2,
18,,,,64,1,1,2,1,
18,,,,47,2,1,2,2,
18,,,,50,1,9,2,2,
18,,,,39,1,9,1,1,
18,,,,20,1,9,2,2,
18,,,,34,2,6,1,1,
18,,,,24,2,9,2,1,
18,,,,44,1,6,2,1,
18,,,,45,1,4,1,2,
18,,,,30,1,9,1,2,
18,,,,46,1,9,1,2,
18,,,,19,2,9,2,2,
18,,,,56,1,9,2,1,
18,,,,46,1,1,1,2,
18,,,,20,1,8,1,2,
18,,,,21,2,8,2,1,
18,,,,17,1,7,2,1,
18,,,,21,2,6,2,1,
18,,,,49,1,1,2,2,
18,,,,26,2,9,1,2,
18,,,,59,2,8,1,1,
18,,,,23,2,6,2,1,
18,,,,47,2,9,1,2,
18,,,,20,2,7,1,2,
18,,,,49,1,2,2,1,
18,,,,58,2,2,2,1,
18,,,,21,1,9,2,1,
18,,,,30,1,9,1,,
18,,,,48,2,9,2,1,
18,,,,27,2,1,1,1,
18,,,,29,1,3,2,2,
18,,,,55,2,6,1,1,
18,,,,20,2,9,2,1,
18,,,,42,2,5,1,2,
18,,,,22,2,7,1,2,
18,,,,30,1,9,2,1,
18,,,,46,2,1,2,2,
18,,,,18,2,9,1,2,
18,,,,56,2,5,2,1,
18,,,,50,2,9,1,2,
18,,,,18,2,9,2,1,
18,,,,31,2,,2,2,
18,,,,15,1,6,1,1,
18,,,,20,2,6,1,1,
18,,,,37,2,9,2,1,
18,,,,22,2,9,2,1,
18,,,,23,1,9,2,,
18,,,,42,1,9,2,1,
18,,,,23,2,9,2,2,
18,,,,46,1,9,2,1,
18,,,,44,2,9,2,1,
18,,,,40,1,9,1,2,
18,,,,24,1,9,2,2,
18,,,,23,1,9,2,1,
18,,,,28,1,9,2,2,
18,,,,29,1,9,1,2,
18,,,,35,2,9,2,2,
18,,,,37,1,9,1,2,
18,,,,23,2,9,1,2,
18,,,,32,1,9,1,2,
18,,,,35,2,9,1,2,
18,,,,25,2,9,2,1,
18,,,,45,2,9,2,2,
18,,,,32,2,9,1,2,
18,,,,41,1,6,2,1,
18,,,,32,1,9,2,2,
18,,,,57,2,7,2,2,
18,,,,26,1,9,1,1,
18,,,,32,2,6,2,2,
18,,,,42,2,9,2,2,
18,,,,31,1,9,1,2,
18,,,,17,1,5,1,,
18,,,,21,1,9,1,2,
18,,,,20,2,9,2,2,
18,,,,25,1,9,1,2,
18,,,,30,1,5,1,2,
18,,,,64,1,9,1,2,
18,,,,50,1,9,2,1,
18,,,,39,1,8,1,2,
18,,,,27,2,9,2,2,
18,,,,36,1,1,2,1,
18,,,,35,2,7,1,2,
18,,,,31,1,9,1,2,
18,,,,38,2,9,2,1,
18,,,,51,1,7,1,1,
18,,,,30,2,5,2,2,
18,,,,55,2,1,2,2,
18,,,,41,1,9,1,2,
18,,,,18,2,9,1,2,
18,,,,59,2,8,1,2,
18,,,,20,1,1,1,2,
18,,,,73,2,9,1,1,
18,,,,31,1,6,2,1,
18,,,,19,1,9,2,1,
18,,,,18,2,9,2,1,
18,,,,54,2,5,2,1,
18,,,,25,2,9,1,1,
18,,,,30,2,8,1,2,
18,,,,20,2,9,1,1,
18,,,,43,1,1,1,2,
18,,,,25,1,9,1,1,
18,,,,15,1,9,2,1,
18,,,,21,1,9,2,1,
18,,,,19,1,9,2,1,
18,,,,20,2,9,1,1,
18,,,,42,2,9,2,2,
18,,,,59,1,1,2,2,
18,,,,19,1,9,1,2,
18,,,,18,2,9,2,1,
18,,,,48,1,9,2,1,
18,,,,21,1,5,2,2,
18,,,,21,2,6,1,1,
18,,,,30,2,7,2,2,
18,,,,25,1,7,2,1,
18,,,,21,1,9,2,1,
18,,,,37,2,9,2,2,
18,,,,42,1,4,2,1,
18,,,,39,2,1,1,2,
18,,,,18,1,6,1,2,
18,,,,22,1,9,2,2,
18,,,,37,1,6,2,2,
18,,,,46,1,9,1,1,
18,,,,30,2,9,2,2,
18,,,,28,2,1,1,2,
18,,,,41,1,1,1,2,
18,,,,22,1,9,1,2,
18,,,,58,2,9,1,2,
18,,,,25,2,9,2,1,
18,,,,20,2,9,1,2,
18,,,,23,1,7,2,1,
18,,,,24,2,9,1,2,
18,,,,19,1,5,1,1,
18,,,,28,2,7,2,1,
18,,,,23,1,6,1,1,
18,,,,21,2,9,2,1,
18,,,,45,2,9,1,2,
18,,,,21,2,9,1,2,
18,,,,23,1,9,1,1,
18,,,,21,1,7,2,1,
18,,,,48,1,9,1,2,
18,,,,26,2,9,2,2,
18,,,,21,2,9,1,1,
18,,,,47,1,7,1,1,
18,,,,20,1,9,2,1,
18,,,,50,2,5,2,2,
18,,,,25,2,9,2,1,
18,,,,19,1,7,1,2,
18,,,,18,1,1,1,2,
18,,,,28,2,9,2,1,
18,,,,44,2,9,2,2,
